judul,caption,hashtag,kategori,keyword,search_mode,platform,wilayah,tanggal
"MIE DISINI PALING PEDAS LEVEL 6, GUA MESEN LEVEL 31!!","Minarko AndalasJl. Andalas No.56A, RT.01/RW.07, Andalas, Kec. Padang Tim., Kota Padang, Sumatera Barat 25126",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
JAUH2 KE MAGETAN DEMI MAKAN BEKICOT MAGETAN !!,"SETU Sate GuleTawang, Driyorejo, Kec. Nguntoronadi, Kabupaten Magetan, Jawa Timur 63383Bekicot MagetanJl. Raya Sarangan, Wotan, Widorokandang, Kec. Sidorejo,...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
DI SOLO MAKAN SATE KAMBING JUMBO JAM 4 SUBUH!,"1. Sate Kambing Pak parjo Jl. Sutan Syahrir No.42b, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129https://g.co/kgs/PiwUibC2. ⁠Serabi Notosum...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"LAGI ENAK2 MAKAN DI PASAR, EH DISURUH MATIIN KAMERA 🥲","RM Padang SepakatPasar Mayestik, Tebah 3 No.14 Lantai Semi B Blok AKS, RT.14/RW.3, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakart...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
MAKAN AYAM DAN JEROAN SAPI GORENG BONUS JUKUT GORENG SEPUASNYA!!,"Warung Sunda Eka SariBalubur Town Square, Jl. Tamansari No.33, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"NEMU MIE AYAM PALING RAME DI GARUT, BELUM ADA YG PESAN UDAH DIBIKININ!!","1. Mie ayam Radio Swara RugeriJl. Guntur No.164, Ciwalen, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44116https://maps.app.goo.gl/cKLL4aWqcj48ahr99?g_st=co...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
KUMPULAN VIDEO MUKBANG MAKANAN PEDAS- BAKSO SEBLAK DAN LAIN LAIN🌶️🥘🥵,video video mukbang ini saya ambil dari tiktok dan sudah saya cantumkan nama tiktok yang mempunyai video pada video kali ini.selamat menonton teman teman sem...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
SARAPAN DI HOTEL BINTANG 5 MEWAH DI BANDUNG SAMPE BANGKRUT!!,"GH Universal HotelJl. Dr. Setiabudi No.376, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"GREAT!!! FOUND WHOLE BEEF LEGS FOR ONLY 20,000, JUMBO SIZE, GUARANTEED TO BE SOFT & CUMMING","MANTAP!!!KETEMU KAKI SAPI UTUH CUMA 20.000 UKURANNYA JUMBO DI JAMIN EMPUK & NGEPRULLontong kikil Mbak Lis BojonegoroMnyediakan menu Lontong Sambel, Lontong S...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
24 Jam Makan Restoran Indo di New York,Camera:dji osmo pocket 3 https://s.shopee.co.id/7V7h64mcTidji mic (the best) https://s.shopee.co.id/9fCBgD5StQmagsafe tripod (praktis bgt) https://s.shopee.c...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
MUKBANG DI WARUNG INDOMIE DAN SEBLAK PALING LEGEND DI MAJALENGKA!!,"Seblak DinoJl. Pramuka No.3, Majalengka Kulon, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat 45418, Indonesia",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
KEPEDESAN MAKAN 5 EKOR AYAM TALIWANG TERPEDAS DIDUNIA!!,"Warung Taliwang Blok. M H. JenkJl. Panglima Polim, RT.1/RW.3, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"DAPAT IDE DARI VIDEO NEX CARLOS, AKHIRNYA SUKSES BIKIN USAHA KULINER DI SORONG PAPUA!!!","Akhirnya gw kulineran di kota Papua men woohoo! Di Aslinya kuliner lokal bareng Teh Botol Sosro kali ini gw mau cobain Republik Seafood Jl. Sawagumu, Sorong....",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
INI BARU PUASS!! KIKIL BRONGGALAN JUMBO HARGANYA TERGANTUNG TIMBANGAN,"Assalamualaikum... Kali Ini Cak Rafa Mau Ngasih Info Kuliner Yang Enak, Murah & Pastinya Muuanteb Pokok E 👍... Yaitu Soto Tulang Kikil Cak Mat Socah.Harga M...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
MAKANAN GAK ADA OBAT INI BIKIN NEX PENGEN INVESTASI LAGI!!,"Iki sih pancen enak tenan men, bumbune ngeresep to the bone, ora ono obat!Buat mamen Solo, Klaten, dan sekitarnya, atau yang lagi liburan kesini, bisa banget...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
AYAM BAKAR 3 POTONG CUMA 10 RIBU??!! WAHH MURAH BANGET!!,Gak masuk akal! Masa iya ayam bakar 3 biji cuman Rp10.000?! 😱Episode kali ini dinobatkan sebagai episode yang bikin kaget sekaligus puas karena gw bisa meni...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"24 Jam Makan Makanan Indo di Australia, bokek parah 😭",Discord Bastie https://discord.gg/ack38qkccXLink Saweria https://saweria.co/sebastiantedyyhttps://www.youtube.com/channel/UC0W4MrJUvXdt8IbH-sDwZOw/joinInstag...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
BALIK LAGI MAKAN NASI TELOR AYONG 999 YANG MAKIN RAME!!,"Nostalgia lagi makan nasi telor viral Ayong Pontianak! 🤤Karena lagi balik ke Pontianak, gw mau nostalgia untuk makan nasi telor yang sampai sekarang masih v...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"MAKAN MIE AYAM PALING RAME DI KOTA PADANG, 3JAM UDAH HABIS!!!","Mie Ayam Mas Agusjln. by pass, simp. taruko No.1, Kalumbuk, Kec. Kuranji, Kota Padang, Sumatera Barat 25155",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
GILA!! DI PADANG NEMU PENJUAL NASI GORENG PORSI MARAH2 !!!,"Nasi Goreng Marabo Bang Memet 313Jl. Bandar Jl. Sungai Balang, Bandar Buat, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25157",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"CUMA TAHU PAKE BUMBU KACANG, TP INI MAKANAN TASIKMALAYA YG PALING GUA SUKA!!","AlamatNASI T.O BENHIL 2.96M67F+5X3, Jl. Dadaha Jl. Petir, RT.04/RW.08, Cikalang, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46124SURABI CEU MAMAHJl. Subanagar...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
GILA!! DI PADANG NEMU GULAI TUNJANG DINOSAURUS!!,"Soto Paru Sari RasaJl. Parak Gadang II No.30, Ganting Parak Gadang, Kec. Padang Tim., Kota Padang, Sumatera Barat 25122RM SAMPAYANGJl. Batang Arau, Berok Nip...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
MAKAN BAKSO ISI CABE DI MAJALENGKA !!,"Bakso Panjul - MajalengkaJl. Pemuda, RT.003/RW.011, Majalengka Kulon, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat 45418, Indonesia",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
MUKBANG KEPALA IKAN RAKSASA DI WARUNG PINGGIR JALAN!!,"Ayam kampung simbok LinJl. Raya Jungle Land Avenue, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
NCT WISH COBA MAKANAN ANGKRINGAN! KETAGIHAN!? 😂,"KONNIJIWA!! Collab yang ditunggu-tunggu akhirnya rilis juga!!Aku dapet kesempatan buat collab dan ngobrol bareng NCT WISH. Waktu diajak, aku langsung kepikir...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
GAK RUGI NAIK MOBIL SAMPE MALANG KALO MAKANANNYA GAK ADA OBAT GINI!!,"Akhirnya sampai juga di kota tujuan mudik tahun ini, Surabaya!Baru sampe langsung kulineran ke Bebek Palupi yang dagingnya empuk dan bumbunya meresap. Lanjut...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
JUST IN 10 HOURS THE GOATS WERE SOLD OUT!!! SATE KLATAK PAK BARI - BANTUL YOGYAKARTA CULINARY,CUMA HITUNGAN JAM 10 EKOR KAMBING LUDES!!! SATE KLATAK PAK BARI - KULINER BANTUL YOGYAKARTASATE KLATAK PAK BARI BANTUL- YOGYAKARTAMenyediakan Menu olahan Kam...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"GIL4!! SELL OUT MAS KADIR'S LEGENDARY BAKSO SAMBAL, WHICH HAS BEEN SELLING FOR 46 YEARS!!","guys wajib coba bakso mas kadir salah satu yang terbaik🎥 Jangan lupa LIKE, KOMEN, dan SUBSCRIBE ya!📲 Ikuti juga aku di TikTok & Instagram: @paul_rivery",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"THE QUEUE IS NON-STOP, JUST FOR RICE AND EGGS, THE TURNOVER IS REBELLIOUS!!! 1000 EGGS SOLD OUT E...",ANTRIANYA NONSTOP CUMA NASI TELUR OMSET UGAL-UGALAN !!!1000 TELUR LUDES TIAP HARI- WARUNG MBAK YUNIWARUNG POJOK MBAK YUNIKuliner viral yang ada di Yogyakarta...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
APA AJA YANG AKU MAKAN DI TOKYO SELAMA 5 HARI!? BANYAK YANG WAJIB COBA!!,"KONNIJIWA! Di video kali ini, aku pesta kuliner-an di Tokyo! Waktu dulu jaman kuliah, aku sering banget dateng ke beberapa tempat yang ada di video ini (Kala...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
SAMPE NAMBAH 4 KALI SAKING ENAKNYA!!,"Makan disini bikin gw nambah sambal berkali-kali!😱Kulineran lagi di kampung halaman gw yaitu, Pontianak! Tiap gw pulang bawaannya pasti pengen banget makan ...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
GILA!! MUKBANG OSENG MERCON TAMBUSU PERTAMA DI INDONESIA!!,"Oseng Mercon Padang Binuang Kp. Dalam, Kec. Pauh, Kota Padang, Sumatera Barat",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
SHOCK THE 24-HOUR SAMBEL JAHANAM IN SOUTH JAKARTA🔥,"LOCATION :Warung Sambal Atom, Jalan Tebet Dalam 1 No.3, Manggarai Selatan, Kecamatan Tebet, Kota Jakarta Selan, DKI Jakarta.BTW buat Sahabat Omay yang pingin...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
BRUTAL BANGET NASI GORENG INI TOPPINGNYA GAK ABIS-ABIS!!,"Udah lama ga makan nasi goreng, pas banget ketemu Nasi Goreng Pak Yanto di daerah Sunter, Jakarta UtaraPenasaran men karena yang bikin spesial kata Pak Yanto...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"THEY SERVE UNTIL THEY ARE EXHAUSTED, THERE ARE SO MUCH CUSTOMERS","YANG NGELAYANIN SAMPAI KUALAHAN, PEMBELINYA MEMBLUDAKSAMBEL WADER  CAK MAT TROWULANBuka mulai 07.15-17.00 wib. harga mulai 17.000-40.000 Rupiah. LokasiC9VJ+8...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
CUMA KEBAGIAN LAUK SISA TAPI SEMUANYA ENAK!!,Sebelum jam 12 lauknya udah habis?! Emangnya Rumah Makan Padang ini seenak itu?🤔Episode kali ini gw mau cobain makan di Rumah Makan Padang badabest hasil re...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
"NASI GORENG FAVORIT GW, GAK ADA YANG JUAL DI JAKARTA!!","Jatuh hati gw sama nasgor ini! Sayang di Jakarta gak ada! 😭Begitu sampai tempat ini, indra penciuman gw langsung 'disegarkan' dengan wangi nasi goreng yang ...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
40 MUST TRY Indonesian Foods in Jakarta - BAKSO + MARTABAK + NOODLES - Jakarta street food guide,#indonesianfood #streetfood #jakarta #indonesia SUBSCRIBE: https://www.youtube.com/@AbroadandHungryFACEBOOK: https://www.facebook.com/abroadandhungry/INSTAGR...,#indonesia #indonesianfood #jakarta #streetfood,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
TASYI BELI MAKANAN RATING TINGGI DI ONLINE - HARGANYA CUMA 3000 TAPI SEENAK INI !?!,Halo gengs masak! Kali ini Ka Tasyi beli makanan rating tinggi di online! Makanan ini lagi viral banget dan banyak yang penasaran dengan rasanya.Berbagai Mac...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
AUTO DIABETES!? MAKAN LONTONG SAYUR PADANG DI PAKEIN INDOMIE + TEH TELUR MELIMPAH!!,"1. Lontong Malam AyahJl. By Pass No.Kelurahan, Pulai Anak Air, Kec. Mandiangin Koto Selayan, Kota Bukittinggi, Sumatera Barat 26138https://share.google/0nRM6...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
NEMU WARUNG MAKAN DI KAMPUNG YANG JUAL PULUHAN LAUK!!,"Rumah Makan Kaki Bukit Bunga Pasang Salido, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barathttps://maps.app.goo.gl/QQMxVD8v6VoME5bE9?g_st=ac",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
NEX CARLOS MAKAN ULAR PITON KHAS DAYAK!!,"Berbeda daerah berbeda pula kulinernya. Kalau orang Batak punya BPK, orang dayak Sanggau juga punya kebanggannya yaitu Babi Panggang Sanggau.Dipanggang denga...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
TASYI REVIEW MAKANAN ARTIS & TIKTOKERS! DARI YANG PO 2 MINGGU SAMPAI ANTRI 4JAM😭😭🙏🏼,"Episode kali ini Ka Tasyi Athasyia bakal kasih REVIEW JUJUR MAKANAN VIRAL ARTIS & TIKTOKERS! Katanya makanan ini enak banget, premium, unik, dan wajib dicoba...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
SAMPE NAMBAH TERUS MAKAN NASI DAGING PINGGIR JALANAN INDIA!NIKMAT BANGET LALAPAN CABE BEBAS AMBIL🤤🔥,#kehidupandiindia  #jajananunik #Randoomfood #streetfoodindia  #famousfood #makananunik #jajananunikindia Follow My ISTAGRAM@baitul_ilmi02https://www.instagr...,#Randoomfood #famousfood #jajananunik #jajananunikindia #kehidupandiindia #makananunik #streetfoodindia,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
GAK KUAT! MIE PALING PEDAS YANG PERNAH GUE MAKAN!! LAMBUNG GUE SAMPE KENCENG !!,"Tags : mie jebew , makanan pedas , kuliner pedas , kuliner tangerang , jajanan tangerang.Seblak & Miew Jebew si TetehJl. Pahlawan No.4, RT.1/RW.7, Rempoa, Ke...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
38 Indonesian Street Foods in Java Island - SURABAYA #1 Duck + SEMARANG Nasi Goreng + SOLO Best Sate,#indonesianfood #java #halal #surabaya #semarang #solo SUBSCRIBE: https://www.youtube.com/@AbroadandHungryFACEBOOK: https://www.facebook.com/abroadandhungry/...,#1 #halal #indonesianfood #java #semarang #solo #surabaya,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
KULINER ADRENALIN TAPI DI DAERAH ELIT INDIA🇮🇳‼️BEDA DUNIA EMANG‼️ SEMUA CEWEK2 DISINI CANTIK2 CUY ‼️,ORDER BHAIYA BIRYANI👇👇👇👇https://linktr.ee/DapurbhaiyaDAPUR BHAIYA SUMUT 👇👇👇👇https://linktr.ee/DapurBhaiyaSumutFollow ricky pepeng di Instagram & TikT...,,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
4 MAKANAN LEGEND DI PASAR GEDE SOLO! Nemu Jajan Dijual Sejak Jaman Perang,"Kali ini aku jalan-jalan ke Solo lurs. Diajakin polisi bule (Bangcon) keliling kota Solo cari Street Food enak! Nggak nyangka, ternyata nemu makanan legend!-...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
Teman Korea langsung marah cuma dengan satu gigitan makanan Bandung!😂,"Mukbang iga bakar, krengsengan dan tongseng!!!!!!!!!!!!Iga Bakar Si JangkungJl. Cipaganti No.75G, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161🎵Mus...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
INDOMIE HARGA 35 RIBU !! PAKE BRISKET ! WORTH IT GAK SIH ?,"Tags : review makanan, indomie bangladesh , mie bangladesh , kuliner jakarta selatan.Warkop Agam Langsa - KemangJl. Kemang Raya No.78a, Bangka, Kec. Mampang ...",,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
MAKE A BIT OF A BITCH ~ RESTAURANTS WITH ARTISTS #1 (episode 23),#bikinngiler #melkibajaj #kuliner #artis #jakarta #makananartis Mari tinggalkan LIKE jika kalian suka dengan video ini & COMMENT dibawah untuk bantu kami sel...,#1 #artis #bikinngiler #jakarta #kuliner #makananartis #melkibajaj,Kuliner,kuliner,views,YouTube,Indonesia,2026-01-26
Rp3 Jutaan rasa iPhone - Unboxing Infinix Note Edge!,2026 tetap agresif.00:00 Semua akan iPhone pada waktunya01:00 Desain kotak minimalis~02:30 Spek penting Note Edge03:20 Isi kotak berasa mahal (Casing!)05:30 ...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
iPhone 17 Pro PALSU yang SANGAT MIRIP ASLINYA...,HDC.00:00 iPhone 17 Pro PALSU01:30 Kotaknya pun udah menipu...03:50 Desain HPnya luar biasa mirip06:25 Detil detil tetap dijaga09:50 Perbedaan besar nih10:40...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Saya suka sama harga Redmi Note 15 Pro 5G!,"Emang andalan.00:00 Perang 2026 dimulai!00:42 Harga aman bang?02:40 Upgrade yang disukai semua orang03:53 ""Upgrade"" yang bisa didebatin05:00 Display bagusss0...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Saya kurang cocok sama iPhone 17 Pro...,"Bukan iPhonenya, saya aja yang...00:00 Akhirnya iPhone Oren02:20 Bye bye Titanium...03:20 Aluminium dinginnnn04:05 Kalau gaming panas ga?04:50 Benchmark pun ...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
"Kalau Apple niat, iPhone bisa seworth it ini... - Review iPhone 17",Tim Cook mimpi apa?00:00 Best iPhone00:44 Upgrade yang udah ditungguin02:03 Fitur mahal02:56 Display impian03:30 Kamera depan luar biasa bagus05:27 Kamera be...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
iPhone pun terasa cupu di depan HP NOKIA ini.,Semua orang adalah fans Nokia.00:00 Legendary item nih01:13 Alasan David sangat ngefans02:10 Ga cuma modal kamera03:05 RIP Windows Phone03:57 Kamera GILA 41M...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
HP vivo sudah berubah... DAN SAYA SUKA! - vivo X300 Pro,Lensa yang keliatan serius.00:00 Hardware gila tapi software...01:20 UPGRADE BESAR: OriginOS03:00 Origin Island04:35 Tes gaming di Dimensity 950005:30 Kamera...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
"Buat gaming, HP ini ga ada lawan 🥶",Super car dunia HP.00:00 HP gaming belum mati01:51 Unboxing paket spesial04:20 Unboxing kotak HPnya05:57 LIQUID COOLING!!!08:45 Cairan yg ga bikin konslet09:...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
HP paling KENCENG yang dijual resmi di INDONESIA! Review iQOO 15!,"Monster baru.00:00 Snapdragon 8 Elite Gen 501:00 ""SoC Mobile TERKENCANG DI DUNIA""01:43 Kesan pertama ngeri2 tidak sedap02:40 Gas = PRIORITAS03:30 Tes gaming ...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Balap Android TERKENCANG vs iPhone 17 Pro! Siapa yang lebih ngebut?,Hasilnya wow...00:00 DRAG RACE Android vs iPhone!01:28 Daftar tes02:03 Disclaimer02:35 Tes angka2 (Geekbench)06:35 Tes angka2 (3D Mark)09:45 Capcut timelapse...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Rp1.599 Juta! Ketika OPPO NIAT bikin HP murah...,Semoga HP 1 jutaan ga punah.00:00 OPPO paling murah00:50 Rasanya agak beda...01:30 Desain unyu202:52 Layar nikmat buat diliat03:53 yang penting ga nyangkut g...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Ketika Xiaomi MENDINGIN iPhone... Xiaomi 17 PRO MAX!,Siapa niru siapa nih?Thanks Shopyz yg udh minjemin unitnya:Tokopedia: https://tk.tokopedia.com/ZSy8B6CDR/Shopee: https://shopee.co.id/shopyz.id00:00 Xiaomi 1...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Review ADVAN Macha: HP 5G yang Tipis dan Bikin Kaget?,"ADVAN macha, ini adalah smartphone kedua yang dihadirkan ADVAN di 2025. Smartphone yang satu ini unggulkan desain tipis dan ringan untuk kelas harganya. Sela...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
RAJA TERAKHIR HP SAMSUNG!,Apa ribet ya jualan di Indonesia...00:00 Raja terakhir Galaxy!01:00 Kilas balik soal Huawei Mate XT01:40 Samsung lebih keras02:28 Teknik lipatnya BEDA03:35 S...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
Smartphone Rp 7- 10 Juta Terbaik Pilihan Kami! Rekomendasi Akhir Tahun 2025,"Smartphone 7-10 Juta, untuk saat ini merupakan rentang harga yang tergolong nanggung.Biasanya diisi oleh Flagship varian paling terjangkau, atau Midrange tap...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
"12 Smartphone Murah Terbaik, di Bawah Rp 2 Juta! Rekomendasi Smartphone Akhir 2025","Sedang cari smartphone murah di bawah Rp 2 juta? Butuh bantuan untuk memilih smartphone-nya? Ini dia, rekomendasi smartphone Rp 1 - 2 juta terbaik menurut ti...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
"Snapdragon 8 Elite Gen 5 PERTAMA di Indonesia, Kamera Stabil, Storage 1 TB: Review iQOO 15","iQOO 15 adalah smartphone resmi pertama di Indonesia yang menggunakan SoC terkencang Qualcomm Periode 2025-2026, yaitu Snapdragon 8 Elite Gen 5.iQOO 15 sendi...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
"Makin KENCENG, makin BADAK - Review OPPO Find X9 Indonesia!",Upgrade yg wajib2.00:00 Cerita manis berlanjut00:48 Desain baru tapi lama02:16 Alasan saya suka Find X polosan03:10 Kelemahan receh yang masih nyelip03:40 Fi...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
15 Smartphone Mantap Harga Rp 3 - 5 Juta - Rekomendasi Akhir Tahun 2025,"Kita lanjutkan lagi rekomendasi smartphone akhir 2025 ke kelas harga yang menarik, Rp 3 - 5 juta! Ini kelas di mana kita mulai menjumpai banyak smartphone de...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
HP BAGUS GA HARUS MAHAL - Unboxing iQOO Z10R Indonesia!,Ongkos jualan HP ternyata mahal...00:00 iQOO Z10R!02:55 Isi kotak yang SAMA03:35 Konsumen jadi ada pilihan04:22 Jadi kecipiratan fitur khas vivo06:15 (Sediki...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
HP kecil ini LEBIH GANAS dari HP besarmu,Saya suka compact.00:00 vivo X300 (Pro Mini)!00:44 Cerita TERBESAR (kecil)03:04 Ini wow sih...03:49 Speakernya dong vivo.04:07 Display pun maksimal04:56 Orig...,,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
2.899 juta tapi punya KAMERA SESERIUS ini...,"Fokus bang.Nikmati OG nya Kopi Hitam Indonesia, Kapal Api Special Mix https://tokopedia.link/1Ual4cu1bIb Link pembelian HPnya di Tokopedia: https://tokopedia...",,Tech & Gadget,review gadget,relevance,YouTube,Indonesia,2026-01-26
